Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
7028,11460.9,36502.8,145.6,113,690,37,
7029,11462.4,36508.0,145.6,113,690,37,
7030,11464.1,36514.2,143.4,119,708,37,
7031,11465.6,36519.4,143.4,119,708,37,
7032,11467.4,36525.4,145.8,113,688,36,
7033,11469.1,36531.4,147.5,109,675,36,
7034,11470.6,36536.5,147.5,109,675,36,
7035,11472.4,36542.4,146.6,111,682,37,
7036,11473.9,36547.5,146.6,111,682,37,
7037,11475.6,36553.5,147.1,110,678,36,
7038,11477.4,36559.5,148.2,108,670,36,
7039,11478.9,36564.6,145.9,113,687,37,
7040,11480.6,36570.7,145.1,115,694,37,
7041,11482.1,36575.8,145.1,115,694,37,
7042,11483.9,36581.8,145.6,113,690,37,
7043,11485.4,36587.0,145.6,113,690,37,
7044,11487.1,36593.0,145.4,114,691,35,
7045,11488.9,36599.1,145.0,115,695,37,
7046,11490.4,36604.3,145.1,115,694,37,
7047,11492.1,36610.3,145.5,114,691,36,
7048,11493.6,36615.4,145.5,114,691,36,
7049,11495.4,36621.5,145.0,115,695,36,
7050,11497.1,36627.5,146.0,112,687,35,
7051,11498.9,36633.6,146.0,112,687,36,
7052,11500.4,36638.7,146.0,112,687,36,
7053,11502.1,36644.8,143.6,118,706,36,
7054,11503.9,36650.9,144.5,116,699,35,
7055,11505.6,36657.0,144.7,116,697,36,
7056,11507.1,36662.2,144.7,116,697,36,
7057,11508.9,36668.3,143.8,118,705,35,
7058,11510.6,36674.3,144.8,115,696,36,
7059,11512.4,36680.3,145.6,113,690,36,
7060,11513.9,36685.4,145.6,113,690,36,
7061,11515.6,36691.5,146.0,112,687,36,
7062,11517.4,36697.6,144.0,117,703,36,
7063,11518.9,36702.8,144.0,117,703,36,
7064,11520.6,36708.8,146.0,112,687,36,
7065,11522.4,36714.8,146.7,111,681,36,
7066,11524.1,36720.8,146.7,111,681,34,
7067,11525.6,36725.9,146.7,111,681,34,
7068,11527.4,36732.0,143.7,118,705,37,
7069,11529.1,36738.2,142.4,121,717,36,
7070,11530.6,36743.5,142.2,122,718,36,
7071,11532.4,36749.7,141.7,123,723,36,
7072,11533.9,36755.0,141.7,123,723,36,
7073,11535.6,36761.1,143.0,120,711,36,
7074,11537.4,36767.2,144.4,116,700,36,
7075,11538.9,36772.4,144.4,116,700,36,
7076,11540.6,36778.5,144.4,116,700,36,
7077,11542.4,36784.5,145.0,115,695,36,
7078,11543.9,36789.7,145.0,115,695,36,
7079,11545.6,36795.9,142.8,120,713,36,
7080,11547.4,36802.0,143.1,119,711,36,
7081,11548.9,36807.2,144.1,117,702,37,
7082,11550.6,36813.3,144.6,116,698,36,
7083,11552.4,36819.5,143.4,119,708,35,
7084,11553.9,36824.7,142.2,122,718,37,
7085,11555.6,36831.0,140.1,127,738,36,
7086,11557.4,36837.3,140.0,128,738,36,
7087,11558.9,36842.6,140.4,126,735,37,
7088,11560.6,36848.8,140.5,126,734,36,
7089,11562.1,36854.2,140.5,126,734,36,
7090,11563.9,36860.4,141.2,124,727,36,
7091,11565.6,36866.6,140.9,125,730,37,
7092,11567.1,36872.0,140.9,125,730,37,
7093,11568.9,36878.4,138.6,131,752,36,
7094,11570.6,36884.7,138.0,133,758,36,
7095,11572.1,36890.1,138.2,133,756,37,
7096,11573.6,36895.5,138.2,133,756,37,
7097,11575.4,36901.9,138.2,133,756,37,
7098,11577.1,36908.2,139.1,130,747,36,
7099,11578.6,36913.6,139.1,130,747,36,
7100,11580.4,36919.9,139.7,128,741,36,
7101,11582.1,36926.1,140.9,125,730,36,
7102,11583.6,36931.4,141.4,124,726,37,
7103,11585.4,36937.6,142.3,121,718,37,
7104,11586.9,36942.9,143.2,119,710,37,
7105,11588.6,36948.9,144.4,116,700,37,
7106,11590.1,36954.1,144.4,116,700,37,
7107,11591.9,36960.2,145.3,114,692,37,
7108,11593.4,36965.3,145.3,114,692,37,
7109,11595.1,36971.3,145.1,115,694,36,
7110,11596.9,36977.5,144.0,117,703,37,
7111,11598.3,36982.6,144.7,116,697,38,
7112,11600.1,36988.7,145.7,113,689,36,
7113,11601.6,36993.9,144.4,116,700,37,
7114,11603.4,37000.0,144.3,116,700,36,
7115,11604.9,37005.2,144.3,116,700,36,
7116,11606.6,37011.3,144.5,116,699,36,
7117,11608.1,37016.5,144.5,116,699,36,
7118,11609.9,37022.7,140.6,126,733,37,
7119,11611.6,37028.9,141.7,123,723,35,
7120,11613.1,37034.1,141.7,123,723,35,
7121,11614.9,37040.2,143.9,117,704,35,
7122,11616.6,37046.3,144.9,115,695,35,
7123,11618.4,37052.5,143.2,119,710,37,
7124,11619.9,37057.8,141.6,123,724,38,
7125,11621.6,37063.9,143.1,119,711,36,
7126,11623.4,37070.1,142.5,121,716,36,
7127,11624.9,37075.4,143.1,119,711,36,
7128,11626.6,37081.4,145.1,115,694,36,
7129,11628.1,37086.5,145.1,115,694,36,
7130,11629.6,37091.6,146.0,112,687,37,
7131,11631.1,37096.4,147.7,109,673,40,
7132,11632.6,37101.4,154.6,95,625,44,
7133,11634.1,37106.6,154.6,95,625,44,
7134,11635.9,37112.8,141.2,124,727,36,
7135,11637.6,37119.1,139.4,129,744,37,
7136,11639.1,37124.4,139.4,129,744,37,
7137,11640.9,37130.5,144.0,117,703,36,
7138,11642.4,37135.6,144.0,117,703,36,
7139,11644.1,37141.6,145.8,113,688,36,
7140,11645.9,37147.7,146.8,111,680,36,
7141,11647.6,37153.6,147.8,108,673,35,
7142,11649.1,37158.6,147.8,108,673,35,
7143,11650.9,37164.5,148.9,106,664,35,
7144,11652.6,37170.4,148.3,107,669,36,
7145,11654.4,37176.4,149.0,106,664,34,
7146,11655.9,37181.4,149.0,106,664,34,
7147,11657.6,37187.4,147.5,109,675,36,
7148,11659.4,37193.4,146.3,112,684,38,
7149,11661.1,37199.5,145.8,113,688,32,
7150,11662.6,37205.0,145.8,113,688,32,
7151,11664.4,37211.7,129.5,161,854,36,
7152,11666.1,37218.4,132.2,151,821,36,
7153,11667.9,37225.0,133.9,146,801,34,
7154,11669.6,37231.4,136.1,139,777,35,
7155,11671.3,37237.7,138.2,133,756,34,
7156,11673.1,37244.0,139.7,128,741,34,
7157,11674.6,37249.4,139.7,128,741,34,
7158,11676.4,37255.8,138.8,131,750,35,
7159,11678.1,37262.1,139.6,129,742,36,
7160,11679.9,37268.3,140.8,125,731,34,
7161,11681.6,37274.5,141.8,123,722,36,
7162,11683.4,37280.8,140.8,125,731,35,
7163,11684.9,37286.1,140.8,125,731,35,
7164,11687.4,37294.7,145.5,114,691,25,
7165,11689.1,37301.0,139.8,128,740,36,
7166,11690.6,37306.4,139.8,128,740,36,
7167,11692.1,37311.9,138.6,131,752,35,
7168,11693.9,37318.3,136.6,137,772,39,
7169,11695.4,37323.8,137.0,136,768,37,
7170,11696.9,37329.2,137.0,136,768,37,
7171,11698.6,37335.6,138.2,133,756,38,
7172,11700.1,37341.0,138.1,133,757,38,
7173,11701.6,37346.5,138.1,133,757,38,
7174,11703.4,37352.8,139.1,130,747,37,
7175,11704.9,37358.1,139.1,130,747,37,
7176,11706.6,37364.3,141.3,124,726,38,
7177,11708.1,37369.5,141.3,124,726,38,
7178,11709.8,37375.7,144.1,117,702,36,
7179,11711.6,37381.9,141.7,123,723,35,
7180,11713.1,37387.2,141.1,125,728,39,
7181,11714.6,37392.4,141.1,125,728,39,
7182,11716.4,37398.7,140.5,126,734,37,
7183,11718.1,37404.8,141.7,123,723,35,
7184,11719.6,37410.1,141.7,123,723,35,
7185,11721.4,37416.3,141.6,123,724,36,
7186,11723.1,37422.5,142.8,120,713,36,
7187,11724.8,37428.6,142.8,120,713,35,
7188,11726.4,37434.0,142.8,120,713,35,
7189,11728.1,37440.2,140.6,126,733,38,
7190,11729.6,37445.3,147.3,110,676,38,
7191,11731.4,37451.5,142.2,122,718,36,
7192,11732.9,37456.8,142.2,122,718,36,
7193,11734.6,37463.0,140.5,126,734,36,
7194,11736.4,37469.3,141.5,124,725,35,
7195,11738.1,37475.5,141.0,125,729,35,
7196,11739.9,37481.8,139.3,129,745,35,
7197,11741.3,37487.1,139.3,129,745,35,
7198,11743.1,37493.4,139.4,129,744,36,
7199,11744.8,37499.7,140.0,128,738,35,
7200,11746.6,37506.0,139.5,129,743,35,
7201,11748.4,37512.3,140.0,128,738,34,
7202,11750.1,37518.5,140.5,126,734,35,
7203,11751.8,37524.8,140.3,127,736,36,
7204,11753.3,37530.2,140.3,127,736,36,
7205,11755.1,37536.6,138.5,132,753,35,
7206,11756.9,37543.0,137.8,134,760,34,
7207,11758.6,37549.3,137.8,134,760,34,
7208,11760.4,37555.6,138.4,132,754,35,
7209,11762.1,37562.1,137.4,135,764,34,
7210,11763.8,37568.4,137.7,134,761,35,
7211,11765.6,37574.9,136.0,139,778,35,
7212,11767.4,37581.4,134.9,143,790,36,
7213,11768.8,37587.0,134.9,143,790,36,
7214,11770.6,37593.6,134.3,144,797,36,
7215,11772.1,37599.1,134.3,144,797,36,
7216,11773.9,37605.7,134.5,144,795,36,
7217,11775.6,37612.2,134.6,144,793,36,
7218,11777.1,37617.8,135.5,141,784,37,
7219,11778.9,37624.2,136.1,139,777,36,
7220,11780.4,37629.7,136.1,139,777,36,
7221,11782.1,37636.1,137.0,136,768,36,
7222,11783.8,37642.5,136.9,136,769,36,
7223,11785.4,37648.0,136.9,136,769,36,
7224,11787.1,37654.5,136.6,137,772,35,
7225,11788.8,37660.9,136.8,137,770,37,
7226,11790.4,37666.4,136.8,137,770,37,
7227,11792.1,37672.9,135.3,141,786,36,
7228,11793.8,37679.3,136.1,139,777,36,
7229,11795.3,37684.9,136.1,139,777,36,
7230,11797.1,37691.4,135.0,142,789,36,
7231,11798.6,37697.0,135.0,142,789,36,
7232,11800.4,37703.5,134.5,144,795,36,
7233,11801.9,37709.1,134.5,144,795,36,
7234,11803.6,37715.6,135.2,142,787,37,
7235,11805.1,37721.1,135.2,142,787,37,
7236,11806.9,37727.6,136.6,137,772,37,
7237,11808.6,37734.0,137.6,134,762,37,
7238,11810.1,37739.4,138.8,131,750,36,
7239,11811.9,37745.7,139.7,128,741,37,
7240,11813.4,37751.0,140.5,126,734,37,
7241,11815.1,37757.3,140.6,126,733,37,
7242,11816.6,37762.6,140.6,126,733,37,
7243,11818.4,37768.9,140.0,128,738,36,
7244,11820.1,37775.2,139.7,128,741,36,
7245,11821.6,37780.5,139.7,128,741,36,
7246,11823.3,37786.8,140.5,126,734,36,
7247,11825.1,37793.0,141.7,123,723,35,
7248,11826.6,37798.2,141.7,123,723,35,
7249,11828.3,37804.4,141.8,123,722,37,
7250,11830.1,37810.7,140.8,125,731,37,
7251,11831.6,37816.1,138.7,131,751,37,
7252,11833.4,37822.5,138.0,133,758,37,
7253,11834.8,37827.9,138.0,133,758,37,
7254,11836.6,37834.2,139.5,129,743,36,
7255,11838.1,37839.5,139.5,129,743,36,
7256,11839.9,37845.7,142.0,122,720,36,
7257,11841.6,37852.0,141.1,125,728,36,
7258,11843.1,37857.4,139.5,129,743,37,
7259,11844.8,37863.6,139.5,129,743,38,
7260,11846.3,37869.0,139.6,129,742,39,
7261,11847.8,37874.3,141.3,124,726,38,
7262,11849.3,37879.6,141.3,124,726,38,
7263,11851.1,37885.8,142.3,121,718,38,
7264,11852.6,37891.1,141.9,122,721,37,
7265,11854.1,37896.3,141.9,122,721,37,
7266,11855.8,37902.4,144.0,117,703,37,
7267,11857.3,37907.7,144.0,117,703,37,
7268,11859.1,37913.8,143.0,120,711,36,
7269,11860.6,37919.0,143.0,120,711,36,
7270,11862.4,37925.1,145.5,114,691,37,
7271,11863.8,37930.2,145.5,114,691,37,
7272,11865.6,37936.4,144.4,116,700,37,
7273,11867.1,37941.6,144.4,116,700,37,
7274,11868.8,37947.8,142.2,122,718,37,
7275,11870.4,37953.0,142.2,122,718,37,
7276,11872.1,37959.2,142.2,122,718,36,
7277,11873.6,37964.5,142.2,122,718,36,
7278,11875.3,37970.9,139.3,129,745,37,
7279,11876.8,37976.3,139.3,129,745,37,
7280,11878.6,37982.7,137.3,135,765,36,
7281,11880.3,37989.1,136.7,137,771,37,
7282,11881.8,37994.6,136.7,137,771,37,
7283,11883.6,38001.0,137.4,135,764,37,
7284,11885.1,38006.5,138.6,131,752,37,
7285,11886.8,38012.7,140.0,128,738,36,
7286,11888.3,38018.1,140.0,128,738,36,
7287,11890.1,38024.4,140.8,125,731,37,
7288,11891.6,38029.7,140.5,126,734,37,
7289,11893.3,38036.0,139.4,129,744,37,
7290,11894.9,38041.3,141.2,124,727,38,
7291,11896.3,38046.5,146.8,111,680,40,
7292,11897.8,38051.7,146.8,111,680,40,
7293,11899.6,38058.0,141.6,123,724,37,
7294,11901.4,38064.3,140.5,126,734,36,
7295,11902.8,38069.6,139.9,128,739,37,
7296,11904.6,38076.0,139.4,129,744,37,
7297,11906.1,38081.3,139.1,130,747,36,
7298,11907.8,38087.5,140.6,126,733,37,
7299,11909.3,38092.9,141.1,125,728,37,
7300,11911.1,38099.1,141.1,125,728,37,
7301,11912.6,38104.5,140.7,126,732,37,
7302,11914.4,38110.7,140.7,126,732,36,
7303,11915.8,38116.0,140.7,126,732,36,
7304,11917.6,38122.2,142.3,121,718,36,
7305,11919.3,38128.4,141.8,123,722,36,
7306,11920.9,38133.7,140.4,126,735,36,
7307,11922.6,38140.0,140.1,127,738,36,
7308,11924.1,38145.4,140.1,127,738,36,
7309,11925.8,38151.6,141.6,123,724,36,
7310,11927.6,38157.8,140.2,127,737,37,
7311,11929.1,38163.2,139.3,129,745,37,
7312,11930.8,38169.4,141.0,125,729,36,
7313,11932.3,38174.7,141.0,125,729,36,
7314,11934.1,38181.0,140.8,125,731,37,
7315,11935.6,38186.3,140.8,125,731,37,
7316,11937.3,38192.6,139.7,128,741,37,
7317,11939.1,38198.9,140.4,126,735,36,
7318,11940.6,38204.2,140.1,127,738,37,
7319,11942.3,38210.6,139.6,129,742,37,
7320,11943.6,38214.9,139.6,129,742,37,
7321,11945.3,38221.0,148.2,108,670,38,
7322,11946.8,38226.2,142.4,121,717,37,
7323,11948.3,38231.5,142.4,121,717,37,
7324,11950.1,38237.7,142.0,122,720,37,
7325,11951.6,38243.0,142.0,122,720,37,
7326,11953.3,38249.2,141.9,122,721,37,
7327,11955.1,38255.4,141.9,122,721,35,
7328,11956.6,38260.7,141.9,122,721,35,
7329,11958.3,38266.9,139.9,128,739,37,
7330,11960.1,38273.2,140.6,126,733,36,
7331,11961.6,38278.6,139.8,128,740,37,
7332,11963.3,38285.0,138.7,131,751,36,
7333,11964.8,38290.4,138.7,131,751,36,
7334,11966.6,38296.8,138.0,133,758,36,
7335,11968.3,38303.0,139.0,130,748,36,
7336,11969.8,38308.4,139.0,130,748,36,
7337,11971.6,38314.8,138.4,132,754,36,
7338,11973.1,38320.2,138.4,132,754,36,
7339,11974.8,38326.5,139.4,129,744,36,
7340,11976.3,38331.9,139.4,129,744,36,
7341,11978.1,38338.2,139.3,129,745,36,
7342,11979.8,38344.3,144.4,116,700,37,
7343,11981.3,38349.6,142.1,122,719,37,
7344,11983.1,38355.9,140.9,125,730,35,
7345,11984.6,38361.2,140.9,125,730,35,
7346,11986.3,38367.5,139.3,129,745,36,
7347,11988.1,38373.8,140.6,126,733,35,
7348,11989.6,38379.1,140.6,126,733,35,
7349,11991.3,38385.3,141.4,124,726,36,
7350,11993.1,38391.6,139.6,129,742,35,
7351,11994.8,38397.9,139.9,128,739,35,
7352,11996.6,38404.2,139.8,128,740,35,
7353,11998.3,38410.4,139.8,128,740,35,
7354,11999.8,38415.7,139.8,128,740,35,
7355,12001.6,38422.0,139.2,130,746,37,
7356,12003.3,38428.4,138.9,131,749,36,
7357,12004.8,38433.8,138.9,131,749,36,
7358,12006.6,38440.1,138.8,131,750,35,
7359,12008.3,38446.6,135.7,140,782,35,
7360,12010.1,38453.0,136.4,138,774,35,
7361,12011.6,38458.5,137.7,134,761,39,
7362,12013.1,38463.8,137.7,134,761,39,
7363,12014.8,38470.1,139.7,128,741,36,
7364,12016.6,38476.5,137.8,134,760,36,
7365,12018.1,38481.9,137.8,134,760,36,
7366,12019.8,38488.3,137.2,136,766,36,
7367,12021.6,38494.7,138.5,132,753,35,
7368,12023.3,38500.9,138.5,132,753,35,
7369,12025.1,38507.3,139.2,130,746,36,
7370,12026.8,38513.6,138.2,133,756,35,
7371,12028.6,38519.9,138.1,133,757,34,
7372,12030.3,38526.3,137.9,133,759,34,
7373,12032.1,38532.7,137.5,135,763,35,
7374,12033.8,38539.1,136.7,137,771,35,
7375,12035.6,38545.6,136.6,137,772,35,
7376,12037.3,38552.1,134.7,143,792,34,
7377,12038.8,38557.7,134.7,143,792,34,
7378,12040.6,38564.5,131.4,154,830,36,
7379,12042.3,38571.2,131.1,155,834,34,
7380,12044.1,38577.8,132.4,151,818,34,
7381,12045.8,38584.3,133.2,148,809,34,
7382,12047.6,38590.8,135.0,142,789,35,
7383,12049.3,38597.3,135.4,141,785,34,
7384,12051.1,38603.8,135.4,141,785,34,
7385,12052.8,38610.4,134.7,143,792,33,
7386,12054.6,38616.9,134.3,144,797,36,
7387,12056.3,38623.5,134.4,144,796,34,
7388,12058.1,38630.0,134.8,143,791,34,
7389,12059.8,38636.5,135.7,140,782,35,
7390,12061.6,38643.0,134.5,144,795,35,
7391,12063.3,38649.5,134.8,143,791,35,
7392,12065.1,38656.0,135.5,141,784,34,
7393,12066.8,38662.4,135.8,140,780,35,
7394,12068.6,38668.9,135.5,141,784,34,
7395,12070.1,38674.5,135.5,141,784,34,
7396,12071.8,38681.0,134.0,145,800,36,
7397,12073.6,38687.6,132.9,149,813,36,
7398,12075.1,38693.3,132.8,149,814,37,
7399,12076.6,38698.9,132.8,149,814,37,
7400,12078.3,38705.5,133.2,148,809,36,
7401,12080.1,38712.0,133.9,146,801,36,
7402,12081.6,38717.6,133.9,146,801,36,
7403,12083.3,38724.0,135.2,142,787,37,
7404,12085.1,38730.5,137.0,136,768,36,
7405,12086.8,38736.8,137.0,136,768,36,
7406,12088.3,38742.2,137.0,136,768,36,
7407,12090.1,38748.6,138.0,133,758,36,
7408,12091.8,38755.0,138.4,132,754,35,
7409,12093.6,38761.3,138.7,131,751,35,
7410,12095.1,38766.7,138.7,131,751,35,
7411,12096.8,38773.1,138.1,133,757,36,
7412,12098.6,38779.5,137.9,133,759,35,
7413,12100.3,38785.9,136.8,137,770,36,
7414,12101.8,38791.4,136.8,137,770,36,
7415,12103.6,38797.9,135.9,139,779,36,
7416,12105.3,38804.3,135.6,140,783,36,
7417,12107.1,38810.9,133.8,146,802,35,
7418,12108.8,38817.4,134.5,144,795,35,
7419,12110.3,38823.0,133.9,146,801,36,
7420,12112.3,38830.4,136.9,136,769,31,
7421,12114.1,38836.7,139.0,130,748,36,
7422,12115.6,38842.1,139.0,130,748,36,
7423,12117.3,38848.5,138.3,132,755,36,
7424,12119.1,38855.0,136.6,137,772,34,
7425,12120.8,38861.4,135.7,140,782,34,
7426,12122.8,38868.8,137.1,136,767,33,
7427,12124.6,38875.3,135.8,140,780,34,
7428,12126.3,38881.7,136.5,138,773,34,
7429,12128.1,38888.1,135.4,141,785,34,
7430,12129.8,38894.6,135.5,141,784,35,
7431,12131.6,38901.1,136.5,138,773,35,
7432,12133.3,38907.4,138.4,132,754,33,
7433,12135.1,38913.8,138.5,132,753,34,
7434,12136.8,38920.1,138.1,133,757,34,
7435,12138.6,38926.4,138.1,133,757,34,
7436,12140.3,38932.9,137.8,134,760,33,
7437,12142.1,38939.3,136.4,138,774,34,
7438,12144.1,38946.7,136.5,138,773,33,
7439,12145.8,38953.1,136.2,139,776,35,
7440,12147.6,38959.5,136.7,137,771,34,
7441,12149.3,38966.0,135.3,141,786,35,
7442,12150.8,38971.4,135.3,141,786,35,
7443,12152.6,38977.8,137.0,136,768,35,
7444,12154.6,38985.1,138.4,132,754,34,
7445,12156.3,38991.5,138.1,133,757,33,
7446,12158.1,38997.9,136.5,138,773,34,
7447,12159.6,39003.4,136.5,138,773,34,
7448,12161.3,39009.9,136.2,139,776,36,
7449,12163.1,39016.3,136.3,138,775,35,
7450,12164.6,39021.8,136.3,138,775,35,
7451,12166.3,39028.3,136.0,139,778,35,
7452,12168.1,39034.7,136.9,136,769,35,
7453,12169.8,39041.2,136.6,137,772,35,
7454,12171.6,39047.5,138.2,133,756,35,
7455,12173.3,39053.8,138.5,132,753,35,
7456,12175.1,39060.2,138.3,132,755,36,
7457,12176.6,39065.5,138.3,132,755,36,
7458,12178.3,39071.9,140.4,126,735,35,
7459,12180.1,39078.3,137.6,134,762,35,
7460,12181.8,39084.6,137.4,135,764,34,
7461,12183.6,39091.0,137.9,133,759,35,
7462,12185.3,39097.4,137.9,133,759,36,
7463,12187.1,39103.9,136.2,139,776,36,
7464,12188.6,39109.4,136.2,139,776,36,
7465,12190.3,39115.8,135.4,141,785,36,
7466,12192.1,39122.4,134.9,143,790,35,
7467,12193.8,39128.9,134.8,143,791,36,
7468,12195.3,39134.5,134.7,143,792,37,
7469,12196.8,39140.0,134.5,144,795,40,
7470,12198.3,39145.3,141.9,122,721,41,
7471,12199.8,39150.5,146.3,112,684,40,
7472,12201.3,39155.7,146.3,112,684,40,
7473,12203.1,39162.0,141.0,125,729,36,
7474,12204.8,39168.3,139.3,129,745,35,
7475,12206.6,39174.6,139.3,129,745,35,
7476,12208.3,39180.9,138.7,131,751,36,
7477,12209.8,39186.4,138.7,131,751,36,
7478,12211.6,39192.8,137.2,136,766,35,
7479,12213.3,39199.2,137.5,135,763,35,
7480,12215.1,39205.6,137.7,134,761,35,
7481,12216.8,39212.0,137.6,134,762,35,
7482,12218.6,39218.3,138.2,133,756,35,
7483,12220.1,39223.8,138.2,133,756,35,
7484,12221.8,39230.2,136.1,139,777,36,
7485,12223.6,39236.8,135.3,141,786,35,
7486,12225.1,39242.3,135.1,142,788,38,
7487,12226.8,39248.8,136.2,139,776,36,
7488,12228.3,39254.2,136.2,139,776,36,
7489,12230.1,39260.7,137.0,136,768,35,
7490,12231.8,39267.1,137.1,136,767,35,
7491,12233.6,39273.5,136.5,138,773,35,
7492,12235.3,39280.1,135.2,142,787,35,
7493,12237.1,39286.5,135.5,141,784,35,
7494,12238.8,39292.9,137.0,136,768,34,
7495,12240.6,39299.2,138.7,131,751,34,
7496,12242.1,39304.6,138.7,131,751,34,
7497,12243.8,39311.0,138.5,132,753,36,
7498,12245.6,39317.5,136.8,137,770,34,
7499,12247.3,39323.9,135.4,141,785,36,
7500,12248.8,39329.5,133.6,147,805,41,
7501,12250.3,39335.0,139.2,130,746,40,
7502,12251.8,39340.4,139.2,130,746,40,
7503,12253.6,39346.9,135.9,139,779,36,
7504,12255.3,39353.3,136.4,138,774,35,
7505,12257.1,39359.8,136.0,139,778,35,
7506,12258.8,39366.2,136.9,136,769,35,
7507,12260.3,39371.6,136.9,136,769,35,
7508,12262.1,39378.1,136.4,138,774,36,
7509,12263.6,39383.6,135.2,142,787,39,
7510,12265.1,39389.3,133.1,148,810,42,
7511,12266.6,39395.0,133.3,148,808,41,
7512,12268.1,39400.5,135.4,141,785,40,
7513,12269.6,39406.0,135.9,139,779,39,
7514,12271.1,39411.5,135.9,139,779,39,
7515,12272.8,39417.9,137.9,133,759,37,
7516,12274.1,39422.4,137.9,133,759,37,
7517,12275.6,39427.7,138.3,132,755,42,
7518,12277.1,39433.1,143.4,119,708,41,
7519,12278.6,39438.6,139.0,130,748,40,
7520,12280.3,39445.0,137.4,135,764,38,
7521,12281.8,39450.4,137.5,135,763,37,
7522,12283.6,39456.7,138.6,131,752,36,
7523,12284.8,39461.2,140.1,127,738,44,
7524,12286.3,39466.3,140.1,127,738,44,
7525,12288.1,39472.4,143.3,119,709,36,
7526,12289.8,39478.6,142.8,120,713,36,
7527,12291.3,39483.9,141.9,122,721,37,
7528,12293.1,39490.3,138.8,131,750,37,
7529,12294.6,39495.7,138.8,131,750,37,
7530,12296.3,39502.2,136.6,137,772,37,
7531,12298.1,39508.5,138.3,132,755,35,
7532,12299.8,39514.9,138.5,132,753,35,
7533,12301.3,39520.3,138.5,132,753,35,
7534,12303.1,39526.7,138.6,131,752,36,
7535,12304.6,39532.1,138.6,131,752,36,
7536,12306.3,39538.5,138.6,131,752,36,
7537,12308.1,39544.8,138.8,131,750,36,
7538,12309.6,39550.3,135.9,139,779,40,
7539,12311.1,39555.8,137.3,135,765,38,
7540,12312.8,39562.2,138.0,133,758,36,
7541,12314.3,39567.6,138.7,131,751,37,
7542,12316.1,39573.9,138.9,131,749,36,
7543,12317.6,39579.3,138.9,131,749,36,
7544,12319.3,39585.6,140.9,125,730,37,
7545,12320.8,39590.8,140.9,125,730,37,
7546,12322.6,39597.1,140.4,126,735,37,
7547,12324.1,39602.6,137.7,134,761,39,
7548,12325.6,39608.1,137.7,134,761,39,
7549,12327.3,39614.4,139.4,129,744,36,
7550,12329.1,39620.7,139.3,129,745,37,
7551,12330.6,39626.1,140.1,127,738,37,
7552,12332.3,39632.4,139.3,129,745,37,
7553,12333.8,39637.7,140.1,127,738,36,
7554,12335.3,39643.1,140.1,127,738,36,
7555,12337.1,39649.3,141.3,124,726,37,
7556,12338.8,39655.5,140.4,126,735,36,
7557,12340.3,39660.9,140.4,126,735,36,
7558,12342.1,39667.2,139.0,130,748,38,
7559,12343.6,39672.7,138.8,131,750,38,
7560,12345.1,39678.1,138.8,131,750,38,
7561,12346.6,39683.6,138.6,131,752,37,
7562,12348.1,39689.1,135.9,139,779,39,
7563,12349.6,39694.3,144.7,116,697,43,
7564,12350.8,39698.6,144.7,116,697,43,
7565,12352.6,39704.9,140.3,127,736,37,
7566,12354.1,39710.3,140.3,127,736,37,
7567,12355.8,39716.6,139.2,130,746,36,
7568,12357.6,39722.9,140.9,125,730,36,
7569,12359.1,39728.3,138.4,132,754,38,
7570,12360.6,39733.8,138.4,132,754,38,
7571,12362.3,39740.0,138.7,131,751,36,
7572,12364.1,39746.4,139.0,130,748,36,
7573,12365.6,39751.8,139.4,129,744,38,
7574,12367.3,39758.0,140.1,127,738,35,
7575,12369.1,39764.3,140.3,127,736,36,
7576,12370.6,39769.8,138.4,132,754,37,
7577,12372.3,39776.0,139.1,130,747,36,
7578,12373.8,39781.4,139.9,128,739,37,
7579,12375.5,39787.6,140.7,126,732,36,
7580,12377.1,39793.0,140.7,126,732,36,
7581,12378.8,39799.2,140.7,126,732,36,
7582,12380.6,39805.6,139.5,129,743,36,
7583,12382.3,39811.9,138.6,131,752,36,
7584,12383.8,39817.3,138.6,131,752,36,
7585,12385.5,39823.6,138.5,132,753,36,
7586,12387.3,39830.0,139.0,130,748,36,
7587,12388.8,39835.4,139.0,130,748,36,
7588,12390.6,39841.6,139.8,128,740,36,
7589,12392.3,39847.9,139.7,128,741,36,
7590,12393.8,39853.3,139.7,128,741,36,
7591,12395.6,39859.6,138.7,131,751,36,
7592,12397.3,39865.9,139.2,130,746,36,
7593,12399.0,39872.2,139.7,128,741,35,
7594,12400.6,39877.6,138.9,131,749,37,
7595,12402.3,39884.0,139.1,130,747,36,
7596,12403.8,39889.4,139.1,130,747,36,
7597,12405.5,39895.6,140.6,126,733,36,
7598,12407.1,39900.9,140.6,126,733,36,
7599,12408.8,39907.2,140.9,125,730,37,
7600,12410.6,39913.5,140.5,126,734,36,
7601,12412.0,39918.8,140.5,126,734,36,
7602,12413.8,39925.1,140.0,128,738,36,
